code	Item
895.93	Ticket-stamping appliances, hand-operated, whether or not incorporating a punch
895.94	Ink-pads, whether or not impregnated, with or without boxes
895.94	Ribbons, inked, for calculating machines, tabulating machines, automatic balances, barographs, thermographs, etc. authentic copies of paintings, obtained by means of
895.94	Ribbons, inked, for office machines
895.94	Ribbons, teleprinter, impregnated
895.94	Ribbons, typewriter, and similar ribbons, inked or otherwise prepared to give an impression, whether or not on spools a number of masks or stencils; (4) original plans
896.11	Drawings executed entirely by hand (excl. industrial and commercial drawings), whether or not antique
896.11	Manuscripts, illuminated, executed entirely by hand, whether or not antique
896.11	Paintings executed entirely by hand (excl. theatrical scenery, studio backcloths and hand-painted manufactured articles), whether or not antique
896.11	Pastels executed entirely by hand, whether or not antique
896.11	Water-colours executed entirely by hand, whether or not antique
896.12	Collages
896.12	Plaques, decorative (excl. those consisting of a single piece of material)
896.2	Engravings, original, whether or not antique
896.2	Etchings, original, whether or not antique
896.2	Lithographs, original, whether or not antique
896.2	Prints, original, whether or not antique
896.3	Busts, sculptured, original, in any material, whether or not antique
896.3	Sculptures, original, in any material, whether or not antique
896.3	Statuary, original, in any material, whether or not antique
896.4	Collections, philatelic
896.4	Collections, stamp
896.4	Covers, first-day, cancelled or pre-cancelled
896.4	Envelopes, franked or stamped, used
896.4	Envelopes, stamped, unused, not of current or new issue in the country of destination
896.4	Letter-cards, franked or stamped, used
896.4	Letter-cards, stamped, unused, not of current or new issue in the country of destination
896.4	Postcards, stamped or franked, used
896.4	Postcards, stamped, unused, not of current or new issue in the country of destination
896.4	Stamp-postmarks, unused, not of current or new issue in the country of destination
896.4	Stamp-postmarks, used
896.4	Stamps, postage or revenue, antique
896.4	Stamps, postage, unused, not of current or new issue in the country of destination
896.4	Stamps, postage, used
896.4	Stamps, revenue, unused, not of current or new issue in the country of destination
896.4	Stamps, revenue, used
896.4	Wrappers, newspaper, franked or stamped, used
896.5	Animals, preserved or stuffed, for collections
896.5	Bones, human or animal, collections of (and specimens therefor)
896.5	Coin collections, and pieces therefor
896.5	Coins, numismatic
896.5	Collections or collectors' pieces of historical, archeological, palaeontological, ethnographic or numismatic interest
896.5	Collections or collectors' pieces of zoological, botanical, anatomical or mineralogical interest (excl. precious or semiprecious stones)
896.5	Eggs, blown or sucked, for zoological collections
896.5	Geological specimens
896.5	Herbariums
896.5	Insect collections and specimens therefor
896.5	Medal collections and pieces therefor
896.5	Mineral specimens (excl. precious or semiprecious stones)
896.5	Mummies
896.5	Osteological specimens
896.5	Pathological specimens
896.5	Petrification specimens
896.5	Plants, dried or preserved, for collections
896.5	Sarcophagi
896.5	Seed collections
896.5	Seeds, dried or preserved, for collections
896.5	Shell collections and pieces therefor
896.5	Skeletons, human or animal
896.5	Skulls, human or animal
896.5	Weapon collections or collectors' pieces
896.6	Books, antique
896.6	Boxes, sweetmeat, antique
896.6	Cameos, antique
896.6	Candelabra, antique
896.6	Carpets, antique
896.6	Caskets, ornamental, antique
896.6	Chandeliers, antique
896.6	Chinaware, antique
896.6	Clocks, antique
896.6	Cups, antique
896.6	Earthenware, antique
896.6	Embroidery, antique
896.6	Engravings (excl. originals), antique
896.6	Ewers, antique
896.6	Fabrics, antique
896.6	Fans, antique
896.6	Frames, antique
896.6	Furniture, antique
896.6	Globes, antique
896.6	Glyptographers' wares, antique
896.6	Goldsmiths' wares, antique
896.6	Incunabula (i.e., antique books)
896.6	Instruments, musical, antique
896.6	Ironmongers' wares, antique
896.6	Jewellery, antique (excl. pearls and precious or semiprecious stones)
896.6	Lace, antique
896.6	Lamps, antique
896.6	Locksmiths' wares, antique
896.6	Maps, antique
896.6	Musical scores, antique
896.6	Panelling, antique
896.6	Plate, antique
896.6	Porcelain, antique
896.6	Rugs, antique
896.6	Seals, antique
896.6	Sigillographers' wares, antique
896.6	Silverware, antique
896.6	Snuffboxes, antique
896.6	Stones, carved, antique (excl. precious or semiprecious stones)
896.6	Tapestries, antique
896.6	Textile articles, antique
896.6	Tobacco-graters, antique
896.6	Vases, antique
896.6	Watches, antique
896.6	Windows, of leaded or stained glass, antique
897.21	Bangles, brass
897.21	Bracelets, of base metal, whether or not plated with precious metal
897.21	Brooches, of base metal, whether or not plated with precious metal
897.21	Chains, neck, of base metal, whether or not plated with precious metal
897.21	Chains, ornamental, of base metal, whether or not plated with precious metal, to be worn on the person
897.21	Crosses, religious, of base metal, whether or not plated with precious metal, to be worn on the person
897.21	Crucifixes, of base metal, whether or not plated with precious metal, to be worn on the person
897.21	Cuff-links, of base metal, not incorporating pearls or precious stones
897.21	Earrings, of base metal, whether or not plated with precious metal
897.21	Fobs, of base metal, whether or not plated with precious metal, to be worn on the person
897.21	Hatpins, of base metal, whether or not plated with precious metal
897.21	Insignia, ornamental, of base metal, whether or not plated with precious metal, to be worn on the person
897.21	Medals, ornamental, of base metal, whether or not plated with precious metal, to be worn on the person
897.21	Beads, of base metal, strung
897.21	Medals, religious, of base metal, whether or not plated with precious metal, to be worn on the person
897.21	Necklaces, of base metal, whether or not plated with precious metal
897.21	Ornaments, handbag (excl. buckles and clasps), of base metal, whether or not plated with precious metal
897.21	Ornaments, hat, of base metal, whether or not plated with precious metal
897.21	Pendants, for personal adornment, of base metal, whether or not plated with precious metal
897.21	Rings (imitation jewellery), of base metal, whether or not plated with precious metal
897.21	Studs, shirt or collar, of base metal, whether or not plated with precious metal, not incorporating pearls or precious stones
897.21	Tiaras, of base metal, whether or not plated with precious metal
897.21	Tie-clips, of base metal, whether or not plated with precious metal
897.21	Tie-pins, of base metal, whether or not plated with precious metal
897.21	Watch-chains, of base metal, whether or not plated with precious metal
897.29	Bracelets, of glass smallwares incorporating no other material except for assembly
897.29	Bracelets, of two or more non-precious non-metals
897.29	Bracelets, wooden, not incorporating other material
897.29	Brooches, of two or more non-precious non-metals
897.29	Brooches, wooden, not incorporating other material
897.29	Crosses, ornamental, of wood (imitation jewellery)
897.29	Earrings, of two or more non-precious non-metals
897.29	Earrings, wooden, not incorporating other materials
897.29	Necklaces, of glass smallwares incorporating no other material except for assembly
897.29	Necklaces, of two or more non-precious non-metals
897.29	Ornaments, personal, of glass smallwares, incorporating no other material except for assembly
897.29	Ornaments, wooden, for personal adornment
897.29	Pendants, for personal adornment, of wood, not incorporating other materials
897.29	Pendants (imitation jewellery), of two or more non-precious non-metals
897.29	Rings (imitation jewellery) of two or more non-precious non-metals
897.29	Rings, wooden, for personal adornment, not incorporating other material
897.29	Tiaras, of two or more non-precious non-metals
897.29	Tie-clips, of two or more non-precious non-metals
897.31	Boxes, cachou, of precious metal, whether or not gem-set
897.31	Bracelets, identification, of precious metal, whether or not gem-set
897.31	Bracelets, of precious metal, whether or not gem-set
897.31	Cameos, of precious metal
897.31	Cases, card, of precious metal
897.31	Cases, cigar, of precious metal
897.31	Cases, cigarette, of precious metal
897.31	Cases, spectacle, of precious metal
897.31	Chains, neck, of precious metal, whether or not gem-set
897.31	Chains, ornamental, of precious metal, whether or not gem-set, for personal adornment
897.31	Charms, bracelet, of precious metal, whether or not gem-set
897.31	Clasps, of precious metal, whether or not gem-set, for clothing, clothing accessories, footwear, headgear or watches
897.31	Combs, dress, of precious metal, whether or not gem-set
897.31	Combs, pocket, of precious metal
897.31	Compacts, powder, of precious metal, whether or not gem-set
897.31	Crosses, of precious metal, whether or not gem-set, for personal adornment
897.31	Crucifixes, of precious metal, whether or not gem-set, for personal adornment
897.31	Cuff-links, of precious metal, whether or not gem-set
897.31	Earrings, of precious metal, whether or not gem-set
897.31	Fobs, of precious metal, whether or not gem-set
897.31	Hair-slides, of precious metal, whether or not gem-set
897.31	Hatpins, of precious metal
897.31	Hooks and eyes, of precious metal, for apparel
897.31	Initials, of precious metal
897.31	Insignia, of precious metal
897.31	Intaglios, of precious metal
897.31	Jewellery, blanks of (excl. watches and their cases), containing precious metal or metal clad with precious metal to an extent exceeding minor constituents
897.31	Jewellery (excl. watches), unfinished or incomplete, containing precious metal or metal clad with precious metal to an extent exceeding minor constituents
897.31	Jewellery, gold, whether or not gem-set (excl. watches and antiques)
897.31	Brooches, of precious metal, whether or not gem-set
897.31	Buckles, of precious metal, whether or not gem-set, for clothing, clothing accessories, footwear, headgear or watches
897.31	Buttons, of precious metal
897.31	Jewellery, of platinum group metals, whether or not gem-set (excl. watches and antiques)
897.31	Jewellery, of precious metal, whether or not gem-set (excl. watches and antiques)
897.31	Jewellery parts (excl. watch-cases) containing precious metal or metal clad with precious metal to an extent exceeding minor constituents
897.31	Jewellery, silver, whether or not gem-set (excl. watches and antiques)
897.31	Key-rings, of precious metal
897.31	Links, chain, of precious metal
897.31	Lipstick holders, of precious metal
897.31	Lockets, of precious metal, whether or not gem-set
897.31	Medals, of precious metal, for personal adornment
897.31	Money clips, of precious metal
897.31	Necklaces, of precious metal, whether or not gem-set
897.31	Numbers, of precious metal
897.31	Ornaments, hair, of precious metal, whether or not gem-set
897.31	Ornaments, handbag, of precious metal, whether or not gem-set
897.31	Ornaments, hat, of precious metal, whether or not gem-set
897.31	Pendants, for personal adornment, of precious metal, whether or not gem-set
897.31	Pillboxes, of precious metal, whether or not gem-set
897.31	Pins, ornamental, of precious metal
897.31	Purses, chain, of precious metal
897.31	Rings, of precious metal, whether or not gem-set, for personal adornment
897.31	Rosaries, of precious metal, whether or not gem-set
897.31	Slides, of precious metal, for clothing or footwear
897.31	Snuffboxes, of precious metal (excl. antiques)
897.31	Studs, shirt or collar, of precious metal, whether or not gem-set
897.31	Tiaras, of precious metal, whether or not gem-set
897.31	Tie-clips, of precious metal, whether or not gem-set
897.31	Tie-pins, of precious metal, whether or not gem-set
897.31	Watch-chains, of precious metal
897.32	Ashtrays, of precious metal
897.32	Backs, silver, for toilet brushes
897.32	Baskets, bread, of precious metal
897.32	Baskets, fruit, of precious metal
897.32	Bells, table, of precious metal
897.32	Bonbonnières of precious metal
897.32	Book-ends, of precious metal
897.32	Bottles, toilet, of precious metal
897.32	Bowls, salad, of precious metal
897.32	Bowls, sugar, of precious metal
897.32	Bowls (tableware), of precious metal
897.32	Boxes, brush, of precious metal
897.32	Boxes, cigar or cigarette, of precious metal
897.32	Boxes, pomade, of precious metal
897.32	Boxes, powder, of precious metal (excl. those to be carried in the pocket or handbag)
897.32	Brushes, clothes, of precious metal
897.32	Crests, heraldic, of precious metal, for interior decoration
897.32	Crucifixes, of precious metal (excl. those for personal adornment)
897.32	Cruets, of precious metal
897.32	Cups, drinking, of precious metal
897.32	Cups, trophy, of precious metal
897.32	Decanters, of precious metal
897.32	Desk equipment, of precious metal (excl. pens and pencils)
897.32	Dishes, butter, of precious metal
897.32	Dishes, decorative, of precious metal
897.32	Dishes, fruit, of precious metal
897.32	Dishes (tableware) of precious metal
897.32	Eggcups, of precious metal
897.32	Ewers, of precious metal
897.32	Figurines, of precious metal, for interior decoration (excl. original sculptures and antiques)
897.32	Flatware, of precious metal
897.32	Forks, of precious metal
897.32	Forks, oyster, of precious metal
897.32	Frames, mirror, of precious metal
897.32	Frames, photograph, of precious metal
897.32	Frames, picture, of precious metal
897.32	Goblets, of precious metal
897.32	Goldsmiths' wares (excl. jewellery and antiques)
897.32	Grips, meat or poultry, of precious metal
897.32	Hairbrushes, of precious metal
897.32	Handles, knife, of precious metal
897.32	Handles, silver, for tableware
897.32	Holders, matchbox, of precious metal
897.32	Hollowware, of precious metal
897.32	Ink-pots, of precious metal
897.32	Inkstands, of precious metal
897.32	Jardinières, of precious metal
897.32	Jars, tobacco, of precious metal
897.32	Jugs, of precious metal
897.32	Knife-rests, of precious metal
897.32	Knives, table, with handles of precious metal
897.32	Ladles, of precious metal
897.32	Lamps, of precious metal
897.32	Liqueur services, of precious metal
897.32	Mantelpiece ornaments, of precious metal
897.32	Medallions, of precious metal (excl. for personal adornment)
897.32	Brushes, hat, of precious metal
897.32	Buckets, ice, of precious metal
897.32	Buckets, wine-cooling, of precious metal
897.32	Burners, perfume, of precious metal
897.32	Busts, of precious metal, for interior decoration (excl. originals)
897.32	Butter-knives, of precious metal
897.32	Candelabra, of precious metal
897.32	Candlesticks, of precious metal
897.32	Carving sets with handles of precious metal
897.32	Cases, brush, of precious metal
897.32	Cases, jewel, of precious metal
897.32	Centre-pieces, table, of precious metal
897.32	Chalices, of precious metal
897.32	Chandeliers, of precious metal
897.32	Coffee-pots, of precious metal
897.32	Combs (excl. pocket and dress combs), of precious metal
897.32	Medals, of precious metal (excl. for personal adornment)
897.32	Mirrors, hand, of precious metal
897.32	Mugs, of precious metal
897.32	Nail-brushes, of precious metal
897.32	Napkin-rings, of precious metal
897.32	Office equipment, of precious metal (excl. pens and pencils)
897.32	Openers, letter, of precious metal
897.32	Ornaments, church, of precious metal
897.32	Ornaments, household, of precious metal (excl. antiques)
897.32	Ornaments, religious, of precious metal (excl. for personal adornment)
897.32	Paper-knives, of precious metal
897.32	Paperweights, of precious metal
897.32	Plates, decorative, of precious metal
897.32	Plates (tableware), of precious metal
897.32	Platters, of precious metal
897.32	Porringers, of precious metal
897.32	Sauce-boats, of precious metal
897.32	Seals, of precious metal (excl. antique)
897.32	Servers, cake, of precious metal
897.32	Servers, fish, of precious metal
897.32	Silversmiths' wares (excl. jewellery and antiques)
897.32	Spoons, of precious metal
897.32	Spreaders, butter, of precious metal
897.32	Stands, bread, of precious metal
897.32	Stands, cake, of precious metal
897.32	Stands, fruit, of precious metal
897.32	Statuettes, of precious metal, for interior decoration (excl. originals)
897.32	Stoppers, fancy, of precious metal
897.32	Tableware, of precious metal
897.32	Teapots, of precious metal
897.32	Thimbles, of precious metal
897.32	Toilet articles, of precious metal (excl. scent sprays)
897.32	Tongs, sugar, of precious metal
897.32	Trays, of precious metal
897.32	Trophies, sporting, of precious metal
897.32	Tureens, of precious metal
897.32	Vases, of precious metal
897.33	Ashtrays incorporating precious or semiprecious stones, not containing precious metal except as minor constituents
897.33	Ashtrays, of agate or onyx
897.33	Bearings, pivot, of agate, unmounted, for balances and weighing apparatus
897.33	Book-ends, of precious or semiprecious stones, not containing precious metal except as minor constituents
897.33	Boxes, cigar or cigarette, of precious or semiprecious stones, not containing precious metal except as minor constituents
897.33	Bracelets, agate
897.33	Bracelets, of precious or semiprecious stones (natural, synthetic or reconstructed), containing precious metal only as minor constituents (e.g., gold fastener)
897.33	Crosses incorporating natural or cultured pearls (excl. of precious metal)
897.33	Crosses incorporating precious or semiprecious stones (excl. of precious metal)
897.33	Cuff-links incorporating natural or cultured pearls (excl. of precious metal)
897.33	Cuff-links incorporating precious or semi-precious stones (excl. of precious metal)
897.33	Cups, garnet
897.33	Cups incorporating precious or semiprecious stones (excl. of precious metal)
897.33	Decorative articles, for personal adornment or interior decoration, incorporating natural or cultured pearls, not containing precious metal except as minor constituents
897.33	Decorative articles, for personal adornment or interior decoration, incorporating precious or semiprecious stones, not containing precious metal except as minor constituents
897.33	Earrings incorporating natural or cultured pearls (excl. of precious metal)
897.33	Earrings incorporating precious or semiprecious stones (excl. of precious metal)
897.33	Frames, handbag, incorporating natural or cultured pearls (excl. of precious metal)
897.33	Frames, handbag, incorporating precious or semi-precious stones (excl. of precious metal)
897.33	Goblets, garnet
897.33	Goblets incorporating precious or semiprecious stones (excl. of precious metal)
897.33	Inkstands incorporating natural or cultured pearls (excl. of precious metal)
897.33	Inkstands incorporating precious or semiprecious stones, not containing precious metal except as minor constituents
897.33	Intaglios, of semiprecious stones, mounted other than in precious metal
897.33	Jewellery, gem-set (excl. of precious metal)
897.33	Jewellery, pearl (natural or cultured), simply strung without fasteners or other accessories
897.33	Jewellery wholly of precious or semiprecious stones
897.33	Knife-edges, agate, unmounted, for balances and weighing apparatus
897.33	Mortars, agate
897.33	Necklaces, of precious or semiprecious stones (natural, synthetic or reconstructed), containing precious metal only as minor constituents
897.33	Bracelets, pearl (natural or cultured), containing precious metal only as minor constituents (e.g., gold fastener)
897.33	Brushes, incorporating natural or cultured pearls (excl. of precious metal)
897.33	Brushes, incorporating precious or semiprecious stones (excl. of precious metal)
897.33	Burnishing tools, of agate
897.33	Cameos, of semiprecious stones, mounted other than in precious metal
897.33	Clasps, handbag, gem-set (excl. of precious metal)
897.33	Combs incorporating natural or cultured pearls (excl. of precious metal)
897.33	Combs incorporating precious or semiprecious stones (excl. of precious metal)
897.33	Corks, decorative, with agate heads
897.33	Crosses, agate
897.33	Necklaces, pearl (natural or cultured), containing precious metal only as minor constituents (e.g., gold fastener)
897.33	Paper-knives, of precious or semiprecious stones, not containing precious metal except as minor constituents
897.33	Paperweights wholly of precious or semiprecious stones
897.33	Pearls (natural or cultured), simply strung after grading, without fasteners or other accessories
897.33	Pestles, agate
897.33	Pivots, agate, unmounted, for balances and weighing apparatus
897.33	Rings, agate, for fishing-rods
897.33	Rings incorporating natural or cultured pearls (excl. of precious metal)
897.33	Rings incorporating precious or semiprecious stones (excl. of precious metal)
897.33	Rosaries incorporating natural or cultured pearls, containing precious metal only as minor constituents
897.33	Rosaries incorporating precious or semiprecious stones, containing precious metal only as minor constituents
897.33	Statuettes incorporating precious or semi-precious stones (excl. of precious metal; excl. originals)
897.33	Statuettes, jade (excl. originals)
897.33	Statuettes, serpentine (excl. originals)
897.33	Stones, precious (natural, synthetic or reconstructed), simply strung after grading, without fasteners or other accessories
897.33	Stones, semiprecious, decorative articles of, for personal adornment or interior decoration, not containing precious metal except as minor constituents
897.33	Stones, semiprecious (natural, synthetic or reconstructed), simply strung after grading, without fasteners or other accessories
897.33	Studs, dress, incorporating natural or cultured pearls or precious or semiprecious stones (excl. of precious metal)
897.33	Thread-spinning guides, of agate
897.41	Catalysts in the form of wire cloth or grill, of platinum or of other metals of the platinum group
897.49	Anodes, gold
897.49	Anodes, platinum
897.49	Anodes, silver
897.49	Clasps, handbag, of precious metal, whether or not gem-set
897.49	Crucibles, of platinum or of metals of the platinum group
897.49	Cupels, of platinum or of metals of the platinum group
897.49	Fasteners, of precious metal, whether or not gem-set, for handbags, purses, etc.
897.49	Fittings, for furniture or caskets, of precious metal
897.49	Frames, handbag, of precious metal, whether or not gem-set
897.49	Handbags essentially of precious metal, whether or not gem-set
897.49	Reticules, of precious metal
897.49	Scabbards, of precious metal
897.49	Sheaths for side-arms, of precious metal
897.49	Spatulas, of platinum or of metals of the platinum group
897.49	Vessels, industrial or laboratory, of precious metal, not fitted, nor designed to be fitted, with mechanical or thermal equipment
898.13	Clavichords
898.13	Harpsichords
898.13	Instruments, musical, string, with keyboards
898.13	Pianofortes
898.13	Pianos, automatic (incl. electrically-driven)
898.13	Pianos (excl. electronic and toy pianos)
898.13	Pianos incorporating electrical means for amplifying sound
898.13	Player-pianos
898.13	Spinets
898.15	Balalaikas
898.15	Banjoleles
898.15	Banjos
898.15	Barytons
898.15	Cellos
898.15	Czimbalos
898.15	Double-basses
898.15	Guitars (excl. electronic guitars without soundboxes)
898.15	Harps (incl. Aeolian harps)
898.15	Hurdy-gurdies
898.15	Instruments, musical, string (excl. keyboard string instruments)
898.15	Lutes
898.15	Lyres
898.15	Mandolas
898.15	Mandolins
898.15	Ukuleles
898.15	Viola da gambas
898.15	Violas
898.15	Violins (excl. toys)
898.15	Violoncellos
898.15	Viols
898.15	Zithers (or cithers)
898.21	Harmoniums
898.21	Organs, reed
898.21	Orguinettes
898.21	Pipe-organs
898.22	Accordions, foot-blown
898.22	Accordions incorporating electrical means for sound amplification
898.22	Bandonions
898.22	Concertinas
898.22	Harmonicas (excl. toys)
898.22	Mouth-organs (excl. toys)
898.22	Piano accordions
898.23	Bagpipes
898.23	Bassoons
898.23	Bombardons (bass tubas)
898.23	Breton pipes
898.23	Bugles
898.23	Clarinets
898.23	Clarions
898.23	Contrabassoons
898.23	Cornets
898.23	Cors anglais
898.23	English horns
898.23	Fifes
898.23	Flageolets (woodwind musical instruments)
898.23	Flutes
898.23	French horns
898.23	Horns, musical
898.23	Instruments, musical, brass-wind
898.23	Instruments, musical, wind (excl. organs and accordions)
898.23	Instruments, musical, woodwind
898.23	Kazoos
898.23	Musettes
898.23	Oboes
898.23	Ocarinas
898.23	Ophicleides
898.23	Piccolos
898.23	Recorders (woodwind musical instruments)
898.23	Sarrusophones
898.23	Saxhorns
898.23	Saxophones
898.23	Sousaphones
898.23	Trombones
898.23	Trumpets, musical (excl. toys)
898.23	Tubas
898.23	Whistles, sliding, of metal or ebonite
898.24	Bells (musical instruments)
898.24	Bells, tubular
898.24	Carillons (excl. electronic)
898.24	Castanets
898.24	Celestas
898.24	Chimes (musical instruments)
898.24	Claves
898.24	Crescents, Turkish, musical
898.24	Cymbals
898.24	Drums, musical (excl. toys)
898.24	Flexatones
898.24	Glockenspiels
898.24	Gongs, musical
898.24	Handbells (musical instruments)
898.24	Instruments, musical, percussion (excl. pianos)
898.24	Jew's-harps
898.24	Jingling johnnies
898.24	Maracas
898.24	Marimbas
898.24	Metallophones
898.24	Pavilions, Chinese (percussion musical instruments)
898.24	Tabors
898.24	Tambourines
898.24	Tambourins
898.24	Timpani
898.24	Tom-toms
898.24	Triangles, musical
898.24	Wood-blocks (percussion musical instruments)
898.24	Xylophones (excl. toys)
898.25	Carillons, electronic
898.25	Organs, musical, electronic
898.25	Organs, musical, radio-electric
898.25	Pianos, photoelectric
898.25	Pianos, radio-electric
898.26	Accordions, electronic
898.26	Guitars, electric
898.29	Aristons
898.29	Barrel-organs
898.29	Birds, singing, mechanical
898.29	Boxes, music (excl. toys)
898.29	Call horns, mouth-blown
898.29	Calls, decoy
898.29	Horns, signalling, mouth-operated
898.29	Instruments, mouth-blown, sound-signalling
898.29	Music boxes (excl. toys)
898.29	Orchestrions
898.29	Organs, fairground
898.29	Organs, musical, automatic
898.29	Organs, street, mechanical
898.29	Pipes, boatswains'
898.29	Rattles, musical, for dance bands
898.29	Saws, musical
898.29	Signals, mouth-blown
898.29	Sirens, mouth-operated, for dance bands
898.29	Whistles, decoy, mouth-blown
898.29	Whistles, signalling, mouth-operated
898.41	Tapes, magnetic, prepared, unrecorded, audio, of a width not exceeding 4 mm
898.41	Tapes, of metal or plastics, prepared, for magnetic recording of sound or other phenomena, of a width not exceeding 4 mm
898.41	Videotapes, magnetic, prepared, unrecorded, of a width not exceeding 4 mm
898.43	Tapes, magnetic, prepared, unrecorded, audio, of a width exceeding 4 mm but not exceeding 6.5 mm
898.43	Tapes, of metal or plastics, prepared, for magnetic recording of sound or other phenomena, of a width exceeding 4 mm but not exceeding 6.5 mm
898.43	Videotapes, magnetic, prepared, unrecorded, of a width exceeding 4 mm but not exceeding 6.5 mm
898.45	Tapes, magnetic, prepared, unrecorded, audio, of a width exceeding 6.5 mm
898.45	Videotapes, magnetic, prepared, unrecorded, of a width exceeding 6.5 mm
898.45	Tapes, of metal or plastics, prepared, for magnetic recording of sound or other phenomena, of a width exceeding 6.5 mm
898.51	Discs, magnetic, prepared, unrecorded, for computers
898.51	Discs, of metal, glass or paperboard, coated with lacquer or wax, to be impressed with sound
898.51	Discs, of plastics or paper, prepared, for magnetic recording of sound or other phenomena
898.59	Blanks, wax, prepared, on which original recordings are to be cut
898.59	Cylinders, prepared, on which original recordings are to be cut
898.59	Cylinders, prepared, unrecorded, for dictating and similar machines
898.59	Film, of metal or plastics, prepared, for magnetic recording of sound or other phenomena
898.59	Film, of plastics, prepared, for mechanical sound recording
898.59	Strip, of metal or plastic, prepared, for magnetic recording of sound or other phenomena
898.59	Strip, of plastics, prepared, for mechanical sound recording
898.59	Wire, prepared, for magnetic recording of sound or other phenomena
898.61	Cartridges, magnetic tape, sound-recorded, of a width not exceeding 4 mm
898.61	Cassettes, magnetic tape, sound-recorded, of a width not exceeding 4 mm
898.61	Tapes, holographic image, recorded, of a width not exceeding 4 mm
898.61	Tapes, magnetic, on which phenomena other than sound have been recorded, of a width not exceeding 4 mm
898.61	Tapes mechanically recorded with sound or other phenomena, of a width not exceeding 4 mm
898.65	Cartridges, magnetic tape, sound-recorded, of a width exceeding 4 mm but not exceeding 6.5 mm
898.65	Tapes, holographic image, recorded, of a width exceeding 4 mm but not exceeding 6.5 mm
898.65	Tapes mechanically recorded with sound or other phenomena, of a width exceeding 4 mm but not exceeding 6.5 mm
898.65	Tapes recorded with sound or other phenomena (excl. photoelectrically recorded soundtrack), of a width exceeding 4 mm but not exceeding 6.5 mm
898.67	Cartridges, magnetic tape, sound-recorded, of a width exceeding 6.5 mm
898.67	Tapes, computer, recorded, of a width exceeding 6.5 mm
898.67	Tapes, holographic image, recorded, of a width exceeding 6.5 mm
898.67	Videotapes, recorded, of a width exceeding 6.5 mm
898.67	Tapes, magnetic, on which phenomena other than sound have been recorded, of a width exceeding 6.5 mm
898.67	Tapes mechanically recorded with sound or other phenomena, of a width exceeding 6.5 mm
898.67	Tapes recorded with sound or other phenomena, (excl. photoelectrically recorded soundtrack), of a width exceeding 6.5 mm
898.71	Master records, for the production of gramophone records
898.71	Matrices for gramophone records
898.71	Mother records, for the production of gramophone records
898.71	Records, gramophone
898.71	Records, phonograph
898.79	Compact discs, recorded
898.79	Discs, audio, recorded
898.79	Discs, computer, recorded
898.79	Discs, pre-recorded, for the production of gramophone records
898.79	Discs recorded with sound or other phenomena (excl. photoelectrically recorded soundtrack)
898.79	Film mechanically recorded with sound or other phenomena
898.79	Film, soundtrack, obtained wholly by non-photoelectric processes
898.79	Laser discs, recorded
898.79	Recordings, magnetic, television image and sound
898.79	Recordings, wax, pre-recorded, for the production of gramophone records
898.79	Strip recorded with sound or other phenomena (excl. photoelectrically recorded soundtrack)
898.79	Videodiscs, recorded
898.79	Wire recorded with sound or other phenomena (excl. photoelectrically recorded soundtrack)
898.9	Drum barrels and braces
898.9	Drum brushes, musical
898.9	Drumheads for musical instruments
898.9	Drumsticks, musical
898.9	Extensions for wind musical instruments
898.9	Pegs for musical instruments
898.9	Piano mechanisms (i.e., key-actions with associated hammers), incl. sound-dampers
898.9	Picks for playing musical instruments
898.9	Pitch-pipes
898.9	Plates for piano keys
898.9	Plates, xylophone
898.9	Plectra for string musical instruments
898.9	Reeds for musical instruments
898.9	Registers, organ
898.9	Ribs for string musical instruments
898.9	Rolls, perforated, for pianos and piano-playing mechanisms
898.9	Screws, tension, for bows for musical instruments
898.9	Screws, toothed, for musical instruments
898.9	Shafts for piano hammers
898.9	Skins for drums
898.9	Slats, xylophone
898.9	Slides for musical instruments
898.9	Actions, piano
898.9	Backs for string musical instruments
898.9	Barrels for music boxes
898.9	Batons, conductors'
898.9	Bellies for string musical instruments
898.9	Bellows for accordions
898.9	Bellows for organs
898.9	Bells, carillon
898.9	Bells for musical instruments
898.9	Bodies for musical instruments
898.9	Bows for musical instruments
898.9	Brackets, cymbal
898.9	Bridges for string musical instruments
898.9	Buttons, control, for wind musical instrument valves
898.9	Buttons for string musical instrument tailpieces
898.9	Cards, music, perforated
898.9	Cases for pianos, organs or harmoniums
898.9	Casings for music boxes
898.9	Chests for electronic pianos, organs and carillons
898.9	Chin-rests for violins or violas
898.9	Clappers for organs
898.9	Consoles with keyboards, for organs
898.9	Cylinders for music boxes
898.9	Dampers, piano
898.9	Discs for music boxes
898.9	Ferrules for wind musical instruments
898.9	Finger-boards for string musical instruments
898.9	Flares for musical instruments
898.9	Forks for piano hammers
898.9	Frames for musical instruments, of cast iron or wood
898.9	Guitar mechanisms (i.e., pegs and worm- and tooth wheels)
898.9	Hammers, piano
898.9	Heels for violin bows
898.9	Horsehair (in bundles) for violin bows
898.9	Key pads for wind musical instruments
898.9	Key plates for pianos or accordions
898.9	Keyboards for musical instruments
898.9	Keys for keyboard instruments
898.9	Keys for wind musical instruments
898.9	Mallets for percussion musical instruments
898.9	Mandolin mechanisms (i.e., pegs and worm and tooth wheels)
898.9	Metronomes
898.9	Mouthpiece covers for musical instruments
898.9	Mouthpieces for musical instruments
898.9	Movements for music boxes
898.9	Music box mechanisms
898.9	Music holders for fixing to musical instruments
